"","ID","Name","Sex","Age","Height","Weight","Team","NOC","Games","Year","Season","City","Sport","Event","Medal"
"1972",73385,"Chloe Noelle Magee","F",23,165,61,"Ireland","IRL","2012 Summer",2012,"Summer","London","Badminton","Badminton Women's Singles",NA
"1973",61838,"Mric ""Mr"" Kczn","M",27,185,NA,"Hungary","HUN","1912 Summer",1912,"Summer","Stockholm","Athletics","Athletics Men's Javelin Throw, Both Hands",NA
"1974",33404,"Ingo Sascha Euler","M",28,183,70,"Germany","GER","2000 Summer",2000,"Summer","Sydney","Rowing","Rowing Men's Lightweight Double Sculls",NA
"1975",79500,"Jean-Pierre Miens","M",22,NA,NA,"France","FRA","1972 Summer",1972,"Summer","Munich","Gymnastics","Gymnastics Men's Team All-Around",NA
"1976",31006,"Valery Yegorovich Dvoryaninov","M",28,171,68,"Soviet Union","URS","1976 Summer",1976,"Summer","Montreal","Equestrianism","Equestrianism Mixed Three-Day Event, Team",NA
"1977",68001,"Lee Jeong-Sik","M",20,168,60,"South Korea","KOR","1984 Summer",1984,"Summer","Los Angeles","Gymnastics","Gymnastics Men's Rings",NA
"1978",34242,"Thomas Faucheron","M",22,175,72,"France","FRA","2012 Summer",2012,"Summer","London","Archery","Archery Men's Individual",NA
"1979",79082,"Erika Mszros","F",30,176,66,"Hungary","HUN","1996 Summer",1996,"Summer","Atlanta","Canoeing","Canoeing Women's Kayak Fours, 500 metres",NA
"1980",26684,"Grson Andrade de Souza","M",25,176,74,"Brazil","BRA","1984 Summer",1984,"Summer","Los Angeles","Athletics","Athletics Men's 4 x 400 metres Relay",NA
"1981",135498,"Denis vegelj","M",20,NA,NA,"Slovenia","SLO","1992 Summer",1992,"Summer","Barcelona","Rowing","Rowing Men's Coxless Pairs","Bronze"
"1982",4713,"Marcelo Apovian","M",25,NA,NA,"Brazil","BRA","1998 Winter",1998,"Winter","Nagano","Alpine Skiing","Alpine Skiing Men's Super G",NA
"1983",7090,"Pter Bakonyi (Buchwald-)","M",34,183,71,"Hungary","HUN","1972 Summer",1972,"Summer","Munich","Fencing","Fencing Men's Sabre, Team","Bronze"
"1984",64831,"Jaroslav Kulhav","M",31,188,77,"Czech Republic","CZE","2016 Summer",2016,"Summer","Rio de Janeiro","Cycling","Cycling Men's Mountainbike, Cross-Country","Silver"
"1985",13717,"Edith Bosch","F",28,183,70,"Netherlands","NED","2008 Summer",2008,"Summer","Beijing","Judo","Judo Women's Middleweight","Bronze"
"1986",49422,"Martin Hllwarth","M",27,182,65,"Austria","AUT","2002 Winter",2002,"Winter","Salt Lake City","Ski Jumping","Ski Jumping Men's Normal Hill, Individual",NA
"1987",58289,"Ahad Kazemi Sarai","M",25,180,71,"Iran","IRI","2000 Summer",2000,"Summer","Sydney","Cycling","Cycling Men's Road Race, Individual",NA
"1988",32916,"Sture Henrik Ericsson (-Ewrus)","M",22,NA,NA,"Sweden","SWE","1920 Summer",1920,"Summer","Antwerpen","Gymnastics","Gymnastics Men's Team All-Around, Swedish System","Gold"
"1989",73666,"Christine Mailliet","F",21,169,55,"Luxembourg","LUX","2008 Summer",2008,"Summer","Beijing","Swimming","Swimming Women's 200 metres Freestyle",NA
"1990",133375,"Yu Won-Cheol","M",32,165,59,"South Korea","KOR","2016 Summer",2016,"Summer","Rio de Janeiro","Gymnastics","Gymnastics Men's Rings",NA
"1991",91075,"Henry John Pankhurst","M",NA,NA,NA,"Great Britain","GBR","1908 Summer",1908,"Summer","London","Athletics","Athletics Men's 1,600 metres Medley Relay",NA
"1992",118910,"John Coard Taylor","M",23,180,73,"United States","USA","1924 Summer",1924,"Summer","Paris","Athletics","Athletics Men's 400 metres",NA
"1993",79441,"Petr Michl","M",31,178,69,"Czech Republic","CZE","2002 Winter",2002,"Winter","Salt Lake City","Cross Country Skiing","Cross Country Skiing Men's 15 kilometres",NA
"1994",16830,"Edward Rogers Bushnell","M",23,NA,NA,"United States","USA","1900 Summer",1900,"Summer","Paris","Athletics","Athletics Men's 800 metres",NA
"1995",65230,"Oksana Vladimirovna Kushch-Fadeyeva","F",25,170,63,"Russia","RUS","2000 Summer",2000,"Summer","Sydney","Table Tennis","Table Tennis Women's Doubles",NA
"1996",67451,"Jorge-Emilio Lazzarini","M",16,167,58,"Argentina","ARG","1972 Winter",1972,"Winter","Sapporo","Alpine Skiing","Alpine Skiing Men's Giant Slalom",NA
"1997",128353,"Janusz Walu","M",22,171,68,"Poland","POL","1976 Winter",1976,"Winter","Innsbruck","Ski Jumping","Ski Jumping Men's Large Hill, Individual",NA
"1998",74033,"Valrie Malet","F",20,156,49,"France","FRA","1988 Summer",1988,"Summer","Seoul","Shooting","Shooting Women's Air Rifle, 10 metres",NA
"1999",88688,"Staislavs Olijars","M",25,190,80,"Latvia","LAT","2004 Summer",2004,"Summer","Athina","Athletics","Athletics Men's 110 metres Hurdles",NA
"2000",128286,"Glen Walshaw","M",24,188,88,"Zimbabwe","ZIM","2000 Summer",2000,"Summer","Sydney","Swimming","Swimming Men's 200 metres Freestyle",NA
"2001",110414,"Rafa Sikora","M",25,177,73,"Poland","POL","2012 Summer",2012,"Summer","London","Athletics","Athletics Men's 50 kilometres Walk",NA
"2002",1284,"Jess Aguirre Delgado","M",NA,175,NA,"Mexico","MEX","1924 Summer",1924,"Summer","Paris","Athletics","Athletics Men's Shot Put",NA
"2003",94050,"Zvonimir ""Zvonko"" Petrievi","M",20,210,130,"Yugoslavia","YUG","1960 Summer",1960,"Summer","Roma","Basketball","Basketball Men's Basketball",NA
"2004",39252,"Viera Gbrov","F",22,170,70,"Slovakia","SVK","2014 Winter",2014,"Winter","Sochi","Luge","Luge Women's Singles",NA
"2005",119841,"Rochelle Thomas","F",21,NA,NA,"United States Virgin Islands","ISV","1996 Summer",1996,"Summer","Atlanta","Athletics","Athletics Women's 4 x 100 metres Relay",NA
"2006",106391,"John Anthony Sayre","M",24,193,88,"United States","USA","1960 Summer",1960,"Summer","Roma","Rowing","Rowing Men's Coxless Fours","Gold"
"2007",50823,"Raquel Huertas Soler","F",26,159,56,"Spain","ESP","2008 Summer",2008,"Summer","Beijing","Hockey","Hockey Women's Hockey",NA
"2008",92807,"Annibale Pelaschiar","M",44,174,102,"Aretusa","ITA","1956 Summer",1956,"Summer","Melbourne","Sailing","Sailing Mixed Three Person Keelboat",NA
"2009",35486,"Sharon Anne Firth","F",18,164,52,"Canada","CAN","1972 Winter",1972,"Winter","Sapporo","Cross Country Skiing","Cross Country Skiing Women's 5 kilometres",NA
"2010",19233,"Domenico Cecchetti","M",19,173,72,"San Marino","SMR","1960 Summer",1960,"Summer","Roma","Cycling","Cycling Men's Road Race, Individual",NA
"2011",73024,"Craig Innis MacKay","M",24,NA,NA,"Canada","CAN","1952 Winter",1952,"Winter","Oslo","Speed Skating","Speed Skating Men's 10,000 metres",NA
"2012",61852,"Osamu Kodama","M",27,164,63,"Japan","JPN","1984 Winter",1984,"Winter","Sarajevo","Alpine Skiing","Alpine Skiing Men's Slalom",NA
"2013",118153,"Lidia Talp","F",21,165,67,"Romania","ROU","2004 Summer",2004,"Summer","Athina","Canoeing","Canoeing Women's Kayak Doubles, 500 metres",NA
"2014",32403,"Ricardo Elmont","M",NA,NA,NA,"Suriname","SUR","1976 Summer",1976,"Summer","Montreal","Judo","Judo Men's Middleweight",NA
"2015",104581,"Gabriele Sala","M",24,165,60,"Italy","ITA","1992 Summer",1992,"Summer","Barcelona","Gymnastics","Gymnastics Men's Horse Vault",NA
"2016",129841,"Nore Emanuel Westin","M",30,168,63,"Sweden","SWE","1968 Winter",1968,"Winter","Grenoble","Biathlon","Biathlon Men's 20 kilometres",NA
"2017",20780,"Audrey Tiffany (Tingting-) Chin","F",16,150,41,"United States","USA","1984 Winter",1984,"Winter","Sarajevo","Figure Skating","Figure Skating Women's Singles",NA
"2018",92849,"Istvn Pelle","M",20,NA,NA,"Hungary","HUN","1928 Summer",1928,"Summer","Amsterdam","Gymnastics","Gymnastics Men's Horizontal Bar",NA
"2019",36651,"Francielle Manoel Alberto","F",18,161,61,"Brazil","BRA","2008 Summer",2008,"Summer","Beijing","Football","Football Women's Football","Silver"
"2020",34780,"Alfonso Fernndez Fernndez","M",21,NA,67,"Spain","ESP","1972 Summer",1972,"Summer","Munich","Boxing","Boxing Men's Welterweight",NA
"2021",69567,"Li Yongbo","M",29,175,75,"China-2","CHN","1992 Summer",1992,"Summer","Barcelona","Badminton","Badminton Men's Doubles","Bronze"
"2022",87979,"Hans Johannes ""John"" Odde","M",25,NA,NA,"Great Britain","GBR","1924 Summer",1924,"Summer","Paris","Athletics","Athletics Men's Triple Jump",NA
"2023",37602,"Earl Arden Fuller","M",24,175,66,"United States","USA","1928 Summer",1928,"Summer","Amsterdam","Athletics","Athletics Men's 800 metres",NA
"2024",122742,"Franz Trler","M",NA,NA,NA,"Switzerland","SUI","1920 Summer",1920,"Summer","Antwerpen","Rowing","Rowing Men's Coxed Eights",NA
"2025",63365,"Ivana Kovov","F",16,158,47,"Slovakia","SVK","2008 Summer",2008,"Summer","Beijing","Gymnastics","Gymnastics Women's Uneven Bars",NA
"2026",84900,"Taki N'Dio","M",NA,NA,NA,"France","FRA","1924 Summer",1924,"Summer","Paris","Athletics","Athletics Men's Javelin Throw",NA
"2027",87887,"Seamus O'Connor","M",16,180,75,"Ireland","IRL","2014 Winter",2014,"Winter","Sochi","Snowboarding","Snowboarding Men's Slopestyle",NA
"2028",28291,"Rodobaldo Daz Arrambarry","M",26,178,71,"Cuba","CUB","1968 Summer",1968,"Summer","Mexico City","Athletics","Athletics Men's 4 x 400 metres Relay",NA
"2029",59577,"Shunzo Kido","M",43,NA,NA,"Japan","JPN","1932 Summer",1932,"Summer","Los Angeles","Equestrianism","Equestrianism Men's Three-Day Event, Individual",NA
"2030",129492,"Hais Welday Ghebrat","M",18,161,54,"Eritrea","ERI","2008 Summer",2008,"Summer","Beijing","Athletics","Athletics Men's 1,500 metres",NA
"2031",223,"Mahmoud Abdel-Aal","M",19,NA,NA,"Egypt","EGY","1948 Summer",1948,"Summer","London","Gymnastics","Gymnastics Men's Parallel Bars",NA
"2032",59269,"Rachid Khdar","M",24,NA,NA,"Morocco","MAR","1992 Summer",1992,"Summer","Barcelona","Wrestling","Wrestling Men's Featherweight, Greco-Roman",NA
"2033",57742,"Horst Karsten","M",32,170,65,"West Germany","FRG","1968 Summer",1968,"Summer","Mexico City","Equestrianism","Equestrianism Mixed Three-Day Event, Individual",NA
"2034",23711,"Hasely Joachim Crawford","M",29,187,90,"Trinidad and Tobago","TTO","1980 Summer",1980,"Summer","Moskva","Athletics","Athletics Men's 4 x 100 metres Relay",NA
"2035",72066,"Sven Harald Lckner","M",22,185,85,"Sweden","SWE","1980 Winter",1980,"Winter","Lake Placid","Ice Hockey","Ice Hockey Men's Ice Hockey","Bronze"
"2036",39671,"Kirill Gennadyevich Gerasimenko","M",19,175,64,"Kazakhstan","KAZ","2016 Summer",2016,"Summer","Rio de Janeiro","Table Tennis","Table Tennis Men's Singles",NA
"2037",23067,"Melissa Jane Corfe","F",22,175,61,"South Africa","RSA","2008 Summer",2008,"Summer","Beijing","Swimming","Swimming Women's 200 metres Backstroke",NA
"2038",54537,"Jeong Hang-Ju","F",20,175,68,"South Korea","KOR","2000 Summer",2000,"Summer","Sydney","Hockey","Hockey Women's Hockey",NA
"2039",128472,"Wang Hungpin","M",21,NA,NA,"China","CHN","1936 Summer",1936,"Summer","Berlin","Basketball","Basketball Men's Basketball",NA
"2040",53564,"Mria Jank","F",22,178,68,"Hungary","HUN","1980 Summer",1980,"Summer","Moskva","Athletics","Athletics Women's Javelin Throw",NA
"2041",3720,"Frithjof Andersen","M",27,NA,NA,"Norway","NOR","1920 Summer",1920,"Summer","Antwerpen","Wrestling","Wrestling Men's Lightweight, Greco-Roman","Bronze"
"2042",45787,"Ove Hansen","M",27,176,77,"Norway","NOR","1984 Summer",1984,"Summer","Los Angeles","Equestrianism","Equestrianism Mixed Jumping, Individual",NA
"2043",22207,"Sebastian Newbold ""Seb"" Coe","M",23,175,54,"Great Britain","GBR","1980 Summer",1980,"Summer","Moskva","Athletics","Athletics Men's 1,500 metres","Gold"
"2044",84356,"Tsutomu Nakano","M",18,183,78,"Japan","JPN","1992 Summer",1992,"Summer","Barcelona","Swimming","Swimming Men's 50 metres Freestyle",NA
"2045",70069,"Jonas Lindberg (-von Geijer)","M",31,178,71,"Sweden","SWE","2012 Summer",2012,"Summer","London","Sailing","Sailing Men's Skiff",NA
"2046",129111,"Adolph Weber","M",29,NA,NA,"Germany","GER","1904 Summer",1904,"Summer","St. Louis","Gymnastics","Gymnastics Men's Individual All-Around, Field Sports",NA
"2047",58856,"Edward J. ""Ted"" Kerridge","M",NA,NA,NA,"Great Britain","GBR","1928 Summer",1928,"Summer","Amsterdam","Cycling","Cycling Men's 1,000 metres Time Trial",NA
"2048",83494,"Anna Murnov","F",28,165,52,"Slovakia","SVK","2002 Winter",2002,"Winter","Salt Lake City","Biathlon","Biathlon Women's 15 kilometres",NA
"2049",29036,"Mary Angela Docter","F",19,167,63,"United States","USA","1980 Winter",1980,"Winter","Lake Placid","Speed Skating","Speed Skating Women's 1,500 metres",NA
"2050",40187,"Ciara Gibson Byrne","F",19,167,59,"Great Britain","GBR","2012 Summer",2012,"Summer","London","Water Polo","Water Polo Women's Water Polo",NA
"2051",128234,"Maria Walliser (-Anesini)","F",24,168,60,"Switzerland","SUI","1988 Winter",1988,"Winter","Calgary","Alpine Skiing","Alpine Skiing Women's Downhill",NA
"2052",63543,"Danuta Kozk","F",29,168,63,"Hungary","HUN","2016 Summer",2016,"Summer","Rio de Janeiro","Canoeing","Canoeing Women's Kayak Singles, 500 metres","Gold"
"2053",89388,"Diego Ordez Arcauz","M",20,NA,NA,"Spain","ESP","1924 Summer",1924,"Summer","Paris","Athletics","Athletics Men's 200 metres",NA
"2054",130407,"Aschwin Wildeboer Faber","M",18,185,79,"Spain","ESP","2004 Summer",2004,"Summer","Athina","Swimming","Swimming Men's 100 metres Backstroke",NA
"2055",52038,"Tamaz Imnaishvili","M",41,186,105,"Georgia","GEO","1996 Summer",1996,"Summer","Atlanta","Shooting","Shooting Men's Skeet",NA
"2056",37411,"Hannes Fuchs","M",20,182,76,"Austria","AUT","1992 Summer",1992,"Summer","Barcelona","Badminton","Badminton Men's Singles",NA
"2057",119811,"Karin Thomas (-Fhndrich)","F",22,163,54,"Switzerland","SUI","1984 Winter",1984,"Winter","Sarajevo","Cross Country Skiing","Cross Country Skiing Women's 5 kilometres",NA
"2058",40074,"Maria Cristina Giai Pron","F",26,168,60,"Italy","ITA","2000 Summer",2000,"Summer","Sydney","Canoeing","Canoeing Women's Kayak Singles, Slalom",NA
"2059",55646,"Charles Nicholas ""Deacon"" Jones","M",25,178,66,"United States","USA","1960 Summer",1960,"Summer","Roma","Athletics","Athletics Men's 3,000 metres Steeplechase",NA
"2060",88434,"Masumi Okawa","F",17,146,40,"Japan","JPN","1996 Summer",1996,"Summer","Atlanta","Gymnastics","Gymnastics Women's Horse Vault",NA
"2061",96615,"Robert Branks ""Bobby"" Powell","M",27,NA,NA,"Canada","CAN","1908 Summer",1908,"Summer","London","Tennis","Tennis Men's Singles",NA
"2062",36718,"Mellie Francon","F",28,168,57,"Switzerland","SUI","2010 Winter",2010,"Winter","Vancouver","Snowboarding","Snowboarding Women's Boardercross",NA
"2063",66671,"Ral Rodrigo Lara Tovar","M",23,175,70,"Mexico","MEX","1996 Summer",1996,"Summer","Atlanta","Football","Football Men's Football",NA
"2064",122367,"Ayako Tsubaki","F",28,158,52,"Japan","JPN","1998 Winter",1998,"Winter","Nagano","Short Track Speed Skating","Short Track Speed Skating Women's 500 metres",NA
"2065",123806,"Romns Vainteins","M",31,177,72,"Latvia","LAT","2004 Summer",2004,"Summer","Athina","Cycling","Cycling Men's Road Race, Individual",NA
"2066",77457,"Deborah ""Debbie"" McDonald","F",49,152,49,"United States","USA","2004 Summer",2004,"Summer","Athina","Equestrianism","Equestrianism Mixed Dressage, Individual",NA
"2067",10409,"Norman Bergamelli","M",22,170,72,"Italy","ITA","1994 Winter",1994,"Winter","Lillehammer","Alpine Skiing","Alpine Skiing Men's Slalom",NA
"2068",106693,"Bedich Schejbal","M",NA,NA,NA,"Bohemia","BOH","1908 Summer",1908,"Summer","London","Fencing","Fencing Men's Sabre, Team","Bronze"
"2069",53960,"Kauko Esko Jrvinen","M",20,NA,NA,"Finland","FIN","1928 Winter",1928,"Winter","Sankt Moritz","Nordic Combined","Nordic Combined Men's Individual",NA
"2070",67459,"Antoni Jan aciak","M",24,180,74,"Poland","POL","1964 Winter",1964,"Winter","Innsbruck","Ski Jumping","Ski Jumping Men's Normal Hill, Individual",NA
"2071",27470,"Cedric Roy Demetris","M",31,166,81,"Jamaica","JAM","1968 Summer",1968,"Summer","Mexico City","Weightlifting","Weightlifting Men's Light-Heavyweight",NA
"2072",29428,"Joseph James ""Joey"" Donovan","M",18,157,48,"Australia","AUS","1968 Summer",1968,"Summer","Mexico City","Boxing","Boxing Men's Light-Flyweight",NA
"2073",116201,"Chieko Sugawara","F",31,162,57,"Japan","JPN","2008 Summer",2008,"Summer","Beijing","Fencing","Fencing Women's Foil, Individual",NA
"2074",59779,"Kim Bub-Min","M",21,187,96,"South Korea","KOR","2012 Summer",2012,"Summer","London","Archery","Archery Men's Team","Bronze"
"2075",52133,"Joseph Howarth ""Joe"" Ingles","M",28,203,91,"Australia","AUS","2016 Summer",2016,"Summer","Rio de Janeiro","Basketball","Basketball Men's Basketball",NA
"2076",34270,"Silvio Fauner","M",29,183,74,"Italy","ITA","1998 Winter",1998,"Winter","Nagano","Cross Country Skiing","Cross Country Skiing Men's 10 kilometres",NA
"2077",37003,"Peter Fregene","M",21,172,70,"Nigeria","NGR","1968 Summer",1968,"Summer","Mexico City","Football","Football Men's Football",NA
"2078",135292,"Vira Mykhalivna Zozulia","F",30,165,53,"Ukraine","UKR","2000 Summer",2000,"Summer","Sydney","Athletics","Athletics Women's 20 kilometres Walk",NA
"2079",95265,"Frederick Robert Pitts","M",25,169,NA,"United States","USA","1924 Summer",1924,"Summer","Paris","Modern Pentathlon","Modern Pentathlon Men's Individual",NA
"2080",46934,"He Qi","F",27,178,68,"China","CHN","2000 Summer",2000,"Summer","Sydney","Volleyball","Volleyball Women's Volleyball",NA
"2081",134987,"Kseniya Pavlovna Zikunkova","F",27,170,56,"Belarus","BLR","2006 Winter",2006,"Winter","Torino","Biathlon","Biathlon Women's 15 kilometres",NA
"2082",11951,"Ole Einar Bjrndalen","M",32,178,65,"Norway","NOR","2006 Winter",2006,"Winter","Torino","Biathlon","Biathlon Men's 4 x 7.5 kilometres Relay",NA
"2083",36416,"Catherine E. ""Cathy"" Foster","F",28,157,54,"Great Britain","GBR","1984 Summer",1984,"Summer","Los Angeles","Sailing","Sailing Mixed Two Person Dinghy",NA
"2084",57096,"Zoltn Kammerer","M",34,180,81,"Hungary","HUN","2012 Summer",2012,"Summer","London","Canoeing","Canoeing Men's Kayak Fours, 1,000 metres","Silver"
"2085",84884,"Momar N'Dao","M",31,177,75,"Senegal","SEN","1980 Summer",1980,"Summer","Moskva","Athletics","Athletics Men's 100 metres",NA
"2086",65336,"Akio Kuwazawa","M",25,170,65,"Japan","JPN","1984 Summer",1984,"Summer","Los Angeles","Cycling","Cycling Men's Points Race",NA
"2087",69600,"Nioun Chin Elodie Li Yuk Lo","F",29,173,74,"Mauritius","MRI","2012 Summer",2012,"Summer","London","Beach Volleyball","Beach Volleyball Women's Beach Volleyball",NA
"2088",58976,"Lauri Kettunen","M",23,NA,NA,"Finland","FIN","1928 Summer",1928,"Summer","Amsterdam","Fencing","Fencing Men's epee, Individual",NA
"2089",14603,"Chiara Ines Brancati","F",27,178,65,"Italy","ITA","2008 Summer",2008,"Summer","Beijing","Water Polo","Water Polo Women's Water Polo",NA
"2090",106328,"Majhi Sawaiyan","M",20,165,61,"India","IND","2004 Summer",2004,"Summer","Athina","Archery","Archery Men's Team",NA
"2091",11375,"Christoph Bieler","M",32,180,70,"Austria","AUT","2010 Winter",2010,"Winter","Vancouver","Nordic Combined","Nordic Combined Men's Normal Hill / 10 km, Individual",NA
"2092",10357,"Yury Viktorovich Berezhko","M",28,198,97,"Russia","RUS","2012 Summer",2012,"Summer","London","Volleyball","Volleyball Men's Volleyball","Gold"
"2093",126589,"Miriam Villacin Aguilar","F",18,153,47,"Cuba","CUB","1968 Summer",1968,"Summer","Mexico City","Gymnastics","Gymnastics Women's Horse Vault",NA
"2094",74015,"Daniel Mlek","M",27,190,83,"Czech Republic","CZE","2000 Summer",2000,"Summer","Sydney","Swimming","Swimming Men's 200 metres Breaststroke",NA
"2095",26119,"Flvio Alejandro de Giacomi","M",26,180,73,"Argentina","ARG","1976 Summer",1976,"Summer","Montreal","Hockey","Hockey Men's Hockey",NA
"2096",21523,"Alina Zofia Cichecka (-Pawicka)","F",19,NA,NA,"Poland","POL","1936 Summer",1936,"Summer","Berlin","Gymnastics","Gymnastics Women's Team All-Around",NA
"2097",101396,"Carl Joseph Robie, III","M",23,178,73,"United States","USA","1968 Summer",1968,"Summer","Mexico City","Swimming","Swimming Men's 200 metres Butterfly","Gold"
"2098",24758,"Ali Reza Dabir","M",22,172,66,"Iran","IRI","2000 Summer",2000,"Summer","Sydney","Wrestling","Wrestling Men's Featherweight, Freestyle","Gold"
"2099",47423,"Jaroslav Hellebrand","M",30,180,85,"Czechoslovakia","TCH","1976 Summer",1976,"Summer","Montreal","Rowing","Rowing Men's Quadruple Sculls","Bronze"
"2100",91125,"Andreas Pantelidis","M",21,183,83,"Greece","GRE","1984 Winter",1984,"Winter","Sarajevo","Alpine Skiing","Alpine Skiing Men's Giant Slalom",NA
"2101",22643,"Ricardo Condori","M",22,163,56,"Bolivia","BOL","1972 Summer",1972,"Summer","Munich","Athletics","Athletics Men's Marathon",NA
"2102",53990,"Hernn Emilio Jasen Cicarelli","M",34,199,100,"Argentina","ARG","2012 Summer",2012,"Summer","London","Basketball","Basketball Men's Basketball",NA
"2103",113493,"Jefferson Maurity de Souza","M",NA,183,NA,"Brazil","BRA","1932 Summer",1932,"Summer","Los Angeles","Water Polo","Water Polo Men's Water Polo",NA
"2104",62167,"Karel Kolesa","M",25,187,87,"Czechoslovakia","TCH","1968 Summer",1968,"Summer","Mexico City","Rowing","Rowing Men's Coxed Eights",NA
"2105",65129,"Megumi Kurihara","F",24,186,69,"Japan","JPN","2008 Summer",2008,"Summer","Beijing","Volleyball","Volleyball Women's Volleyball",NA
"2106",61944,"Mun Kit ""Desmond"" Koh","M",23,175,61,"Singapore","SGP","1996 Summer",1996,"Summer","Atlanta","Swimming","Swimming Men's 4 x 200 metres Freestyle Relay",NA
"2107",71915,"Lu Lin","M",27,174,60,"China-1","CHN","1996 Summer",1996,"Summer","Atlanta","Table Tennis","Table Tennis Men's Doubles","Silver"
"2108",91267,"Sandi Pape","M",23,174,70,"Yugoslavia","YUG","1988 Summer",1988,"Summer","Seoul","Cycling","Cycling Men's 100 kilometres Team Time Trial",NA
"2109",114524,"Jules Staudt","M",19,NA,NA,"Luxembourg","LUX","1928 Summer",1928,"Summer","Amsterdam","Water Polo","Water Polo Men's Water Polo",NA
"2110",85207,"Lianne McLellan Nelson-Bennion","F",28,177,68,"United States","USA","2000 Summer",2000,"Summer","Sydney","Rowing","Rowing Women's Coxed Eights",NA
"2111",118518,"Tao Li","F",18,160,58,"Singapore","SGP","2008 Summer",2008,"Summer","Beijing","Swimming","Swimming Women's 200 metres Butterfly",NA
"2112",103139,"Frode Rnning","M",28,185,88,"Norway","NOR","1988 Winter",1988,"Winter","Calgary","Speed Skating","Speed Skating Men's 1,000 metres",NA
"2113",56984,"Erik Yakovlevich Kalugin","M",27,172,70,"Soviet Union","URS","1964 Summer",1964,"Summer","Tokyo","Canoeing","Canoeing Men's Kayak Doubles, 1,000 metres",NA
"2114",65413,"Svetlana Aleksandrovna Kuznetsova","F",23,174,73,"Russia-1","RUS","2008 Summer",2008,"Summer","Beijing","Tennis","Tennis Women's Doubles",NA
"2115",112049,"Greta Small","F",18,181,70,"Australia","AUS","2014 Winter",2014,"Winter","Sochi","Alpine Skiing","Alpine Skiing Women's Super G",NA
"2116",41040,"Gina Elena Gogean (-Groza)","F",17,150,40,"Romania","ROU","1996 Summer",1996,"Summer","Atlanta","Gymnastics","Gymnastics Women's Horse Vault","Bronze"
"2117",12882,"Michael Kipsubut ""Mike"" Boit","M",23,180,68,"Kenya","KEN","1972 Summer",1972,"Summer","Munich","Athletics","Athletics Men's 800 metres","Bronze"
"2118",115173,"Robinson David Stewart","M",20,185,70,"Swaziland","SWZ","1992 Summer",1992,"Summer","Barcelona","Athletics","Athletics Men's 200 metres",NA
"2119",118574,"Leonid Arkadyevich Taranenko","M",24,NA,127,"Soviet Union","URS","1980 Summer",1980,"Summer","Moskva","Weightlifting","Weightlifting Men's Heavyweight II","Gold"
"2120",44194,"Cuauhtli Tonatiuh  Gutirrez Olguin","M",22,NA,NA,"Mexico","MEX","1952 Summer",1952,"Summer","Helsinki","Swimming","Swimming Men's 1,500 metres Freestyle",NA
"2121",26469,"Fernand Alphonse Marie Frdric de Montigny","M",27,NA,NA,"Belgium","BEL","1912 Summer",1912,"Summer","Stockholm","Fencing","Fencing Men's epee, Individual",NA
"2122",113640,"Lauren Spalding (-Bartlett)","F",24,170,65,"United States","USA","2004 Summer",2004,"Summer","Athina","Canoeing","Canoeing Women's Kayak Doubles, 500 metres",NA
"2123",59820,"Kim Chun-Rye","F",18,174,65,"South Korea","KOR","1984 Summer",1984,"Summer","Los Angeles","Handball","Handball Women's Handball","Silver"
"2124",100103,"Gerald Ressmann","M",31,190,100,"Austria","AUT","2002 Winter",2002,"Winter","Salt Lake City","Ice Hockey","Ice Hockey Men's Ice Hockey",NA
"2125",17531,"Tania Calvo Barbero","F",24,166,64,"Spain","ESP","2016 Summer",2016,"Summer","Rio de Janeiro","Cycling","Cycling Women's Sprint",NA
"2126",25040,"Jacob ""Jake"" Dalton","M",24,168,67,"United States","USA","2016 Summer",2016,"Summer","Rio de Janeiro","Gymnastics","Gymnastics Men's Horizontal Bar",NA
"2127",35691,"Thomas Flach","M",32,186,95,"East Germany","GDR","1988 Summer",1988,"Summer","Seoul","Sailing","Sailing Mixed Three Person Keelboat","Gold"
"2128",84898,"Tenema N'Diaye","M",23,181,NA,"Mali","MLI","2004 Summer",2004,"Summer","Athina","Football","Football Men's Football",NA
"2129",85122,"John Whitley Neill","M",30,184,85,"Great Britain","GBR","1964 Summer",1964,"Summer","Tokyo","Hockey","Hockey Men's Hockey",NA
"2130",94765,"Dorando Pietri","M",22,NA,NA,"Italy","ITA","1908 Summer",1908,"Summer","London","Athletics","Athletics Men's 3 mile, Team",NA
"2131",31801,"John Ragnar Gideon Ek","M",30,NA,NA,"Sweden","SWE","1952 Summer",1952,"Summer","Helsinki","Rowing","Rowing Men's Coxed Eights",NA
"2132",1422,"Ahn Jin-Soo","M",24,178,70,"South Korea","KOR","1998 Winter",1998,"Winter","Nagano","Cross Country Skiing","Cross Country Skiing Men's 30 kilometres",NA
"2133",20975,"Choi Ae-Yeong","F",25,168,60,"South Korea","KOR","1984 Summer",1984,"Summer","Los Angeles","Basketball","Basketball Women's Basketball","Silver"
"2134",107028,"Eduard ""Edy"" Schmid","M",25,NA,NA,"Switzerland","SUI","1936 Summer",1936,"Summer","Berlin","Handball","Handball Men's Handball","Bronze"
"2135",59828,"Kim Dae-Ung","M",24,169,65,"South Korea","KOR","2012 Summer",2012,"Summer","London","Shooting","Shooting Men's Rapid-Fire Pistol, 25 metres",NA
